,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
22428,Pakistan,Mangrove,2001,6197,494,11871,26.5
22429,Pakistan,Mangrove,2001,6197,494,11871,19.79
22430,Pakistan,Mangrove,2001,6197,494,11871,23.62
22431,Pakistan,Bamboo,2001,11134,494,11871,25.18
22432,Pakistan,Bamboo,2001,11134,494,11871,23.62
22433,Pakistan,Bamboo,2001,11134,494,11871,27.7
22434,Pakistan,Bamboo,2001,11134,494,11871,23.62
22435,Pakistan,Bamboo,2001,11134,494,11871,27.28
22436,Pakistan,Bamboo,2001,11134,494,11871,25.18
22437,Pakistan,Bamboo,2001,11134,494,11871,26.5
22438,Pakistan,Bamboo,2001,11134,494,11871,19.79
22439,Pakistan,Bamboo,2001,11134,494,11871,23.62
22440,Pakistan,Cedar,2001,104168,494,11871,25.18
22441,Pakistan,Cedar,2001,104168,494,11871,23.62
22442,Pakistan,Cedar,2001,104168,494,11871,27.7
22443,Pakistan,Cedar,2001,104168,494,11871,23.62
22444,Pakistan,Cedar,2001,104168,494,11871,27.28
22445,Pakistan,Cedar,2001,104168,494,11871,25.18
22446,Pakistan,Cedar,2001,104168,494,11871,26.5
22447,Pakistan,Cedar,2001,104168,494,11871,19.79
22448,Pakistan,Cedar,2001,104168,494,11871,23.62
22449,Pakistan,Lime,2001,23254,494,11871,25.18
22450,Pakistan,Lime,2001,23254,494,11871,23.62
22451,Pakistan,Lime,2001,23254,494,11871,27.7
22452,Pakistan,Lime,2001,23254,494,11871,23.62
22453,Pakistan,Lime,2001,23254,494,11871,27.28
22454,Pakistan,Lime,2001,23254,494,11871,25.18
22455,Pakistan,Lime,2001,23254,494,11871,26.5
22456,Pakistan,Lime,2001,23254,494,11871,19.79
22457,Pakistan,Lime,2001,23254,494,11871,23.62
22458,Pakistan,Pine,2002,18448,494,10881.83,25.61
22459,Pakistan,Pine,2002,18448,494,10881.83,23.83
22460,Pakistan,Pine,2002,18448,494,10881.83,27.88
22461,Pakistan,Pine,2002,18448,494,10881.83,23.83
22462,Pakistan,Pine,2002,18448,494,10881.83,27.2
22463,Pakistan,Pine,2002,18448,494,10881.83,25.61
22464,Pakistan,Pine,2002,18448,494,10881.83,27
22465,Pakistan,Pine,2002,18448,494,10881.83,19.7
22466,Pakistan,Pine,2002,18448,494,10881.83,23.83
22467,Pakistan,Plywood,2002,164486,494,10881.83,25.61
22468,Pakistan,Plywood,2002,164486,494,10881.83,23.83
22469,Pakistan,Plywood,2002,164486,494,10881.83,27.88
22470,Pakistan,Plywood,2002,164486,494,10881.83,23.83
22471,Pakistan,Plywood,2002,164486,494,10881.83,27.2
22472,Pakistan,Plywood,2002,164486,494,10881.83,25.61
22473,Pakistan,Plywood,2002,164486,494,10881.83,27
22474,Pakistan,Plywood,2002,164486,494,10881.83,19.7
22475,Pakistan,Plywood,2002,164486,494,10881.83,23.83
22476,Pakistan,Birch,2002,30192,494,10881.83,25.61
22477,Pakistan,Birch,2002,30192,494,10881.83,23.83
22478,Pakistan,Birch,2002,30192,494,10881.83,27.88
22479,Pakistan,Birch,2002,30192,494,10881.83,23.83
22480,Pakistan,Birch,2002,30192,494,10881.83,27.2
22481,Pakistan,Birch,2002,30192,494,10881.83,25.61
22482,Pakistan,Birch,2002,30192,494,10881.83,27
22483,Pakistan,Birch,2002,30192,494,10881.83,19.7
22484,Pakistan,Birch,2002,30192,494,10881.83,23.83
22485,Pakistan,Mangrove,2002,5989,494,10881.83,25.61
22486,Pakistan,Mangrove,2002,5989,494,10881.83,23.83
22487,Pakistan,Mangrove,2002,5989,494,10881.83,27.88
22488,Pakistan,Mangrove,2002,5989,494,10881.83,23.83
22489,Pakistan,Mangrove,2002,5989,494,10881.83,27.2
22490,Pakistan,Mangrove,2002,5989,494,10881.83,25.61
22491,Pakistan,Mangrove,2002,5989,494,10881.83,27
22492,Pakistan,Mangrove,2002,5989,494,10881.83,19.7
22493,Pakistan,Mangrove,2002,5989,494,10881.83,23.83
22494,Pakistan,Bamboo,2002,12647,494,10881.83,25.61
22495,Pakistan,Bamboo,2002,12647,494,10881.83,23.83
22496,Pakistan,Bamboo,2002,12647,494,10881.83,27.88
22497,Pakistan,Bamboo,2002,12647,494,10881.83,23.83
22498,Pakistan,Bamboo,2002,12647,494,10881.83,27.2
22499,Pakistan,Bamboo,2002,12647,494,10881.83,25.61
22500,Pakistan,Bamboo,2002,12647,494,10881.83,27
22501,Pakistan,Bamboo,2002,12647,494,10881.83,19.7
22502,Pakistan,Bamboo,2002,12647,494,10881.83,23.83
22503,Pakistan,Cedar,2002,100385,494,10881.83,25.61
22504,Pakistan,Cedar,2002,100385,494,10881.83,23.83
22505,Pakistan,Cedar,2002,100385,494,10881.83,27.88
22506,Pakistan,Cedar,2002,100385,494,10881.83,23.83
22507,Pakistan,Cedar,2002,100385,494,10881.83,27.2
22508,Pakistan,Cedar,2002,100385,494,10881.83,25.61
22509,Pakistan,Cedar,2002,100385,494,10881.83,27
22510,Pakistan,Cedar,2002,100385,494,10881.83,19.7
22511,Pakistan,Cedar,2002,100385,494,10881.83,23.83
22512,Pakistan,Lime,2002,22621,494,10881.83,25.61
22513,Pakistan,Lime,2002,22621,494,10881.83,23.83
22514,Pakistan,Lime,2002,22621,494,10881.83,27.88
22515,Pakistan,Lime,2002,22621,494,10881.83,23.83
22516,Pakistan,Lime,2002,22621,494,10881.83,27.2
22517,Pakistan,Lime,2002,22621,494,10881.83,25.61
22518,Pakistan,Lime,2002,22621,494,10881.83,27
22519,Pakistan,Lime,2002,22621,494,10881.83,19.7
22520,Pakistan,Lime,2002,22621,494,10881.83,23.83
22521,Pakistan,Pine,2004,28488,494,8903.48,25.55
22522,Pakistan,Pine,2004,28488,494,8903.48,23.78
22523,Pakistan,Pine,2004,28488,494,8903.48,27.94
22524,Pakistan,Pine,2004,28488,494,8903.48,23.78
22525,Pakistan,Pine,2004,28488,494,8903.48,27.5
22526,Pakistan,Pine,2004,28488,494,8903.48,25.55
22527,Pakistan,Pine,2004,28488,494,8903.48,26.96
22528,Pakistan,Pine,2004,28488,494,8903.48,19.93
22529,Pakistan,Pine,2004,28488,494,8903.48,23.78
22530,Pakistan,Plywood,2004,176673,494,8903.48,25.55
22531,Pakistan,Plywood,2004,176673,494,8903.48,23.78
22532,Pakistan,Plywood,2004,176673,494,8903.48,27.94
22533,Pakistan,Plywood,2004,176673,494,8903.48,23.78
22534,Pakistan,Plywood,2004,176673,494,8903.48,27.5
22535,Pakistan,Plywood,2004,176673,494,8903.48,25.55
22536,Pakistan,Plywood,2004,176673,494,8903.48,26.96
22537,Pakistan,Plywood,2004,176673,494,8903.48,19.93
22538,Pakistan,Plywood,2004,176673,494,8903.48,23.78
22539,Pakistan,Birch,2004,29914,494,8903.48,25.55
22540,Pakistan,Birch,2004,29914,494,8903.48,23.78
22541,Pakistan,Birch,2004,29914,494,8903.48,27.94
22542,Pakistan,Birch,2004,29914,494,8903.48,23.78
22543,Pakistan,Birch,2004,29914,494,8903.48,27.5
22544,Pakistan,Birch,2004,29914,494,8903.48,25.55
22545,Pakistan,Birch,2004,29914,494,8903.48,26.96
22546,Pakistan,Birch,2004,29914,494,8903.48,19.93
22547,Pakistan,Birch,2004,29914,494,8903.48,23.78
22548,Pakistan,Mangrove,2004,6062,494,8903.48,25.55
22549,Pakistan,Mangrove,2004,6062,494,8903.48,23.78
22550,Pakistan,Mangrove,2004,6062,494,8903.48,27.94
22551,Pakistan,Mangrove,2004,6062,494,8903.48,23.78
22552,Pakistan,Mangrove,2004,6062,494,8903.48,27.5
22553,Pakistan,Mangrove,2004,6062,494,8903.48,25.55
22554,Pakistan,Mangrove,2004,6062,494,8903.48,26.96
22555,Pakistan,Mangrove,2004,6062,494,8903.48,19.93
22556,Pakistan,Mangrove,2004,6062,494,8903.48,23.78
22557,Pakistan,Bamboo,2004,12450,494,8903.48,25.55
22558,Pakistan,Bamboo,2004,12450,494,8903.48,23.78
22559,Pakistan,Bamboo,2004,12450,494,8903.48,27.94
22560,Pakistan,Bamboo,2004,12450,494,8903.48,23.78
22561,Pakistan,Bamboo,2004,12450,494,8903.48,27.5
22562,Pakistan,Bamboo,2004,12450,494,8903.48,25.55
22563,Pakistan,Bamboo,2004,12450,494,8903.48,26.96
22564,Pakistan,Bamboo,2004,12450,494,8903.48,19.93
22565,Pakistan,Bamboo,2004,12450,494,8903.48,23.78
22566,Pakistan,Cedar,2004,113473,494,8903.48,25.55
22567,Pakistan,Cedar,2004,113473,494,8903.48,23.78
22568,Pakistan,Cedar,2004,113473,494,8903.48,27.94
22569,Pakistan,Cedar,2004,113473,494,8903.48,23.78
22570,Pakistan,Cedar,2004,113473,494,8903.48,27.5
22571,Pakistan,Cedar,2004,113473,494,8903.48,25.55
22572,Pakistan,Cedar,2004,113473,494,8903.48,26.96
22573,Pakistan,Cedar,2004,113473,494,8903.48,19.93
22574,Pakistan,Cedar,2004,113473,494,8903.48,23.78
22575,Pakistan,Lime,2004,23733,494,8903.48,25.55
22576,Pakistan,Lime,2004,23733,494,8903.48,23.78
22577,Pakistan,Lime,2004,23733,494,8903.48,27.94
22578,Pakistan,Lime,2004,23733,494,8903.48,23.78
22579,Pakistan,Lime,2004,23733,494,8903.48,27.5
22580,Pakistan,Lime,2004,23733,494,8903.48,25.55
22581,Pakistan,Lime,2004,23733,494,8903.48,26.96
22582,Pakistan,Lime,2004,23733,494,8903.48,19.93
22583,Pakistan,Lime,2004,23733,494,8903.48,23.78
22584,Pakistan,Pine,2005,29843,494,7914.31,24.66
22585,Pakistan,Pine,2005,29843,494,7914.31,22.8
22586,Pakistan,Pine,2005,29843,494,7914.31,27.21
22587,Pakistan,Pine,2005,29843,494,7914.31,22.8
22588,Pakistan,Pine,2005,29843,494,7914.31,26.8
22589,Pakistan,Pine,2005,29843,494,7914.31,24.66
22590,Pakistan,Pine,2005,29843,494,7914.31,26.04
22591,Pakistan,Pine,2005,29843,494,7914.31,18.75
22592,Pakistan,Pine,2005,29843,494,7914.31,22.8
22593,Pakistan,Plywood,2005,180795,494,7914.31,24.66
22594,Pakistan,Plywood,2005,180795,494,7914.31,22.8
22595,Pakistan,Plywood,2005,180795,494,7914.31,27.21
22596,Pakistan,Plywood,2005,180795,494,7914.31,22.8
22597,Pakistan,Plywood,2005,180795,494,7914.31,26.8
22598,Pakistan,Plywood,2005,180795,494,7914.31,24.66
22599,Pakistan,Plywood,2005,180795,494,7914.31,26.04
22600,Pakistan,Plywood,2005,180795,494,7914.31,18.75
22601,Pakistan,Plywood,2005,180795,494,7914.31,22.8
22602,Pakistan,Birch,2005,31742,494,7914.31,24.66
22603,Pakistan,Birch,2005,31742,494,7914.31,22.8
22604,Pakistan,Birch,2005,31742,494,7914.31,27.21
22605,Pakistan,Birch,2005,31742,494,7914.31,22.8
22606,Pakistan,Birch,2005,31742,494,7914.31,26.8
22607,Pakistan,Birch,2005,31742,494,7914.31,24.66
22608,Pakistan,Birch,2005,31742,494,7914.31,26.04
22609,Pakistan,Birch,2005,31742,494,7914.31,18.75
22610,Pakistan,Birch,2005,31742,494,7914.31,22.8
22611,Pakistan,Mangrove,2005,5998,494,7914.31,24.66
22612,Pakistan,Mangrove,2005,5998,494,7914.31,22.8
22613,Pakistan,Mangrove,2005,5998,494,7914.31,27.21
22614,Pakistan,Mangrove,2005,5998,494,7914.31,22.8
22615,Pakistan,Mangrove,2005,5998,494,7914.31,26.8
22616,Pakistan,Mangrove,2005,5998,494,7914.31,24.66
22617,Pakistan,Mangrove,2005,5998,494,7914.31,26.04
22618,Pakistan,Mangrove,2005,5998,494,7914.31,18.75
22619,Pakistan,Mangrove,2005,5998,494,7914.31,22.8
22620,Pakistan,Bamboo,2005,12000,494,7914.31,24.66
22621,Pakistan,Bamboo,2005,12000,494,7914.31,22.8
22622,Pakistan,Bamboo,2005,12000,494,7914.31,27.21
22623,Pakistan,Bamboo,2005,12000,494,7914.31,22.8
22624,Pakistan,Bamboo,2005,12000,494,7914.31,26.8
22625,Pakistan,Bamboo,2005,12000,494,7914.31,24.66
22626,Pakistan,Bamboo,2005,12000,494,7914.31,26.04
22627,Pakistan,Bamboo,2005,12000,494,7914.31,18.75
22628,Pakistan,Bamboo,2005,12000,494,7914.31,22.8
22629,Pakistan,Cedar,2005,112584,494,7914.31,24.66
22630,Pakistan,Cedar,2005,112584,494,7914.31,22.8
22631,Pakistan,Cedar,2005,112584,494,7914.31,27.21
22632,Pakistan,Cedar,2005,112584,494,7914.31,22.8
22633,Pakistan,Cedar,2005,112584,494,7914.31,26.8
22634,Pakistan,Cedar,2005,112584,494,7914.31,24.66
22635,Pakistan,Cedar,2005,112584,494,7914.31,26.04
22636,Pakistan,Cedar,2005,112584,494,7914.31,18.75
22637,Pakistan,Cedar,2005,112584,494,7914.31,22.8
22638,Pakistan,Lime,2005,25858,494,7914.31,24.66
22639,Pakistan,Lime,2005,25858,494,7914.31,22.8
22640,Pakistan,Lime,2005,25858,494,7914.31,27.21
22641,Pakistan,Lime,2005,25858,494,7914.31,22.8
22642,Pakistan,Lime,2005,25858,494,7914.31,26.8
22643,Pakistan,Lime,2005,25858,494,7914.31,24.66
22644,Pakistan,Lime,2005,25858,494,7914.31,26.04
22645,Pakistan,Lime,2005,25858,494,7914.31,18.75
22646,Pakistan,Lime,2005,25858,494,7914.31,22.8
22647,Pakistan,Pine,2006,30368,494,6925.13,25.17
22648,Pakistan,Pine,2006,30368,494,6925.13,23.28
22649,Pakistan,Pine,2006,30368,494,6925.13,27.29
22650,Pakistan,Pine,2006,30368,494,6925.13,23.28
22651,Pakistan,Pine,2006,30368,494,6925.13,26.73
22652,Pakistan,Pine,2006,30368,494,6925.13,25.17
22653,Pakistan,Pine,2006,30368,494,6925.13,26.46
22654,Pakistan,Pine,2006,30368,494,6925.13,19.53
22655,Pakistan,Pine,2006,30368,494,6925.13,23.28
22656,Pakistan,Plywood,2006,133447,494,6925.13,25.17
22657,Pakistan,Plywood,2006,133447,494,6925.13,23.28
22658,Pakistan,Plywood,2006,133447,494,6925.13,27.29
22659,Pakistan,Plywood,2006,133447,494,6925.13,23.28
22660,Pakistan,Plywood,2006,133447,494,6925.13,26.73
22661,Pakistan,Plywood,2006,133447,494,6925.13,25.17
22662,Pakistan,Plywood,2006,133447,494,6925.13,26.46
22663,Pakistan,Plywood,2006,133447,494,6925.13,19.53
22664,Pakistan,Plywood,2006,133447,494,6925.13,23.28
22665,Pakistan,Birch,2006,31604,494,6925.13,25.17
22666,Pakistan,Birch,2006,31604,494,6925.13,23.28
22667,Pakistan,Birch,2006,31604,494,6925.13,27.29
22668,Pakistan,Birch,2006,31604,494,6925.13,23.28
22669,Pakistan,Birch,2006,31604,494,6925.13,26.73
22670,Pakistan,Birch,2006,31604,494,6925.13,25.17
22671,Pakistan,Birch,2006,31604,494,6925.13,26.46
22672,Pakistan,Birch,2006,31604,494,6925.13,19.53
22673,Pakistan,Birch,2006,31604,494,6925.13,23.28
22674,Pakistan,Mangrove,2006,6156,494,6925.13,25.17
22675,Pakistan,Mangrove,2006,6156,494,6925.13,23.28
22676,Pakistan,Mangrove,2006,6156,494,6925.13,27.29
22677,Pakistan,Mangrove,2006,6156,494,6925.13,23.28
22678,Pakistan,Mangrove,2006,6156,494,6925.13,26.73
22679,Pakistan,Mangrove,2006,6156,494,6925.13,25.17
22680,Pakistan,Mangrove,2006,6156,494,6925.13,26.46
22681,Pakistan,Mangrove,2006,6156,494,6925.13,19.53
22682,Pakistan,Mangrove,2006,6156,494,6925.13,23.28
22683,Pakistan,Bamboo,2006,11287,494,6925.13,25.17
22684,Pakistan,Bamboo,2006,11287,494,6925.13,23.28
22685,Pakistan,Bamboo,2006,11287,494,6925.13,27.29
22686,Pakistan,Bamboo,2006,11287,494,6925.13,23.28
22687,Pakistan,Bamboo,2006,11287,494,6925.13,26.73
22688,Pakistan,Bamboo,2006,11287,494,6925.13,25.17
22689,Pakistan,Bamboo,2006,11287,494,6925.13,26.46
22690,Pakistan,Bamboo,2006,11287,494,6925.13,19.53
22691,Pakistan,Bamboo,2006,11287,494,6925.13,23.28
22692,Pakistan,Cedar,2006,118514,494,6925.13,25.17
22693,Pakistan,Cedar,2006,118514,494,6925.13,23.28
22694,Pakistan,Cedar,2006,118514,494,6925.13,27.29
22695,Pakistan,Cedar,2006,118514,494,6925.13,23.28
22696,Pakistan,Cedar,2006,118514,494,6925.13,26.73
22697,Pakistan,Cedar,2006,118514,494,6925.13,25.17
22698,Pakistan,Cedar,2006,118514,494,6925.13,26.46
22699,Pakistan,Cedar,2006,118514,494,6925.13,19.53
22700,Pakistan,Cedar,2006,118514,494,6925.13,23.28
22701,Pakistan,Lime,2006,25186,494,6925.13,25.17
22702,Pakistan,Lime,2006,25186,494,6925.13,23.28
22703,Pakistan,Lime,2006,25186,494,6925.13,27.29
22704,Pakistan,Lime,2006,25186,494,6925.13,23.28
22705,Pakistan,Lime,2006,25186,494,6925.13,26.73
22706,Pakistan,Lime,2006,25186,494,6925.13,25.17
22707,Pakistan,Lime,2006,25186,494,6925.13,26.46
22708,Pakistan,Lime,2006,25186,494,6925.13,19.53
22709,Pakistan,Lime,2006,25186,494,6925.13,23.28
22710,Pakistan,Pine,2007,34265,494,5935.96,25.16
22711,Pakistan,Pine,2007,34265,494,5935.96,23.33
22712,Pakistan,Pine,2007,34265,494,5935.96,27.69
22713,Pakistan,Pine,2007,34265,494,5935.96,23.33
22714,Pakistan,Pine,2007,34265,494,5935.96,27.21
22715,Pakistan,Pine,2007,34265,494,5935.96,25.16
22716,Pakistan,Pine,2007,34265,494,5935.96,26.53
22717,Pakistan,Pine,2007,34265,494,5935.96,19.5
22718,Pakistan,Pine,2007,34265,494,5935.96,23.33
22719,Pakistan,Plywood,2007,193516,494,5935.96,25.16
22720,Pakistan,Plywood,2007,193516,494,5935.96,23.33
22721,Pakistan,Plywood,2007,193516,494,5935.96,27.69
22722,Pakistan,Plywood,2007,193516,494,5935.96,23.33
22723,Pakistan,Plywood,2007,193516,494,5935.96,27.21
22724,Pakistan,Plywood,2007,193516,494,5935.96,25.16
22725,Pakistan,Plywood,2007,193516,494,5935.96,26.53
22726,Pakistan,Plywood,2007,193516,494,5935.96,19.5
22727,Pakistan,Plywood,2007,193516,494,5935.96,23.33
22728,Pakistan,Birch,2007,33176,494,5935.96,25.16
22729,Pakistan,Birch,2007,33176,494,5935.96,23.33
22730,Pakistan,Birch,2007,33176,494,5935.96,27.69
22731,Pakistan,Birch,2007,33176,494,5935.96,23.33
22732,Pakistan,Birch,2007,33176,494,5935.96,27.21
22733,Pakistan,Birch,2007,33176,494,5935.96,25.16
22734,Pakistan,Birch,2007,33176,494,5935.96,26.53
22735,Pakistan,Birch,2007,33176,494,5935.96,19.5
22736,Pakistan,Birch,2007,33176,494,5935.96,23.33
22737,Pakistan,Mangrove,2007,6045,494,5935.96,25.16
22738,Pakistan,Mangrove,2007,6045,494,5935.96,23.33
22739,Pakistan,Mangrove,2007,6045,494,5935.96,27.69
22740,Pakistan,Mangrove,2007,6045,494,5935.96,23.33
22741,Pakistan,Mangrove,2007,6045,494,5935.96,27.21
22742,Pakistan,Mangrove,2007,6045,494,5935.96,25.16
22743,Pakistan,Mangrove,2007,6045,494,5935.96,26.53
22744,Pakistan,Mangrove,2007,6045,494,5935.96,19.5
22745,Pakistan,Mangrove,2007,6045,494,5935.96,23.33
22746,Pakistan,Bamboo,2007,5818,494,5935.96,25.16
22747,Pakistan,Bamboo,2007,5818,494,5935.96,23.33
22748,Pakistan,Bamboo,2007,5818,494,5935.96,27.69
22749,Pakistan,Bamboo,2007,5818,494,5935.96,23.33
22750,Pakistan,Bamboo,2007,5818,494,5935.96,27.21
22751,Pakistan,Bamboo,2007,5818,494,5935.96,25.16
22752,Pakistan,Bamboo,2007,5818,494,5935.96,26.53
22753,Pakistan,Bamboo,2007,5818,494,5935.96,19.5
22754,Pakistan,Bamboo,2007,5818,494,5935.96,23.33
22755,Pakistan,Cedar,2007,114454,494,5935.96,25.16
22756,Pakistan,Cedar,2007,114454,494,5935.96,23.33
22757,Pakistan,Cedar,2007,114454,494,5935.96,27.69
22758,Pakistan,Cedar,2007,114454,494,5935.96,23.33
22759,Pakistan,Cedar,2007,114454,494,5935.96,27.21
22760,Pakistan,Cedar,2007,114454,494,5935.96,25.16
22761,Pakistan,Cedar,2007,114454,494,5935.96,26.53
22762,Pakistan,Cedar,2007,114454,494,5935.96,19.5
22763,Pakistan,Cedar,2007,114454,494,5935.96,23.33
22764,Pakistan,Lime,2007,27156,494,5935.96,25.16
22765,Pakistan,Lime,2007,27156,494,5935.96,23.33
22766,Pakistan,Lime,2007,27156,494,5935.96,27.69
22767,Pakistan,Lime,2007,27156,494,5935.96,23.33
22768,Pakistan,Lime,2007,27156,494,5935.96,27.21
22769,Pakistan,Lime,2007,27156,494,5935.96,25.16
22770,Pakistan,Lime,2007,27156,494,5935.96,26.53
22771,Pakistan,Lime,2007,27156,494,5935.96,19.5
22772,Pakistan,Lime,2007,27156,494,5935.96,23.33
22773,Pakistan,Pine,2008,34154,494,4946.79,24.89
22774,Pakistan,Pine,2008,34154,494,4946.79,23.21
22775,Pakistan,Pine,2008,34154,494,4946.79,27.23
22776,Pakistan,Pine,2008,34154,494,4946.79,23.21
22777,Pakistan,Pine,2008,34154,494,4946.79,26.74
22778,Pakistan,Pine,2008,34154,494,4946.79,24.89
22779,Pakistan,Pine,2008,34154,494,4946.79,26.33
22780,Pakistan,Pine,2008,34154,494,4946.79,19.34
22781,Pakistan,Pine,2008,34154,494,4946.79,23.21
22782,Pakistan,Plywood,2008,164550,494,4946.79,24.89
22783,Pakistan,Plywood,2008,164550,494,4946.79,23.21
22784,Pakistan,Plywood,2008,164550,494,4946.79,27.23
22785,Pakistan,Plywood,2008,164550,494,4946.79,23.21
22786,Pakistan,Plywood,2008,164550,494,4946.79,26.74
22787,Pakistan,Plywood,2008,164550,494,4946.79,24.89
22788,Pakistan,Plywood,2008,164550,494,4946.79,26.33
22789,Pakistan,Plywood,2008,164550,494,4946.79,19.34
22790,Pakistan,Plywood,2008,164550,494,4946.79,23.21
22791,Pakistan,Birch,2008,35199,494,4946.79,24.89
22792,Pakistan,Birch,2008,35199,494,4946.79,23.21
22793,Pakistan,Birch,2008,35199,494,4946.79,27.23
22794,Pakistan,Birch,2008,35199,494,4946.79,23.21
22795,Pakistan,Birch,2008,35199,494,4946.79,26.74
22796,Pakistan,Birch,2008,35199,494,4946.79,24.89
22797,Pakistan,Birch,2008,35199,494,4946.79,26.33
22798,Pakistan,Birch,2008,35199,494,4946.79,19.34
22799,Pakistan,Birch,2008,35199,494,4946.79,23.21
22800,Pakistan,Mangrove,2008,6262,494,4946.79,24.89
22801,Pakistan,Mangrove,2008,6262,494,4946.79,23.21
22802,Pakistan,Mangrove,2008,6262,494,4946.79,27.23
22803,Pakistan,Mangrove,2008,6262,494,4946.79,23.21
22804,Pakistan,Mangrove,2008,6262,494,4946.79,26.74
22805,Pakistan,Mangrove,2008,6262,494,4946.79,24.89
22806,Pakistan,Mangrove,2008,6262,494,4946.79,26.33
22807,Pakistan,Mangrove,2008,6262,494,4946.79,19.34
22808,Pakistan,Mangrove,2008,6262,494,4946.79,23.21
22809,Pakistan,Bamboo,2008,5918,494,4946.79,24.89
22810,Pakistan,Bamboo,2008,5918,494,4946.79,23.21
22811,Pakistan,Bamboo,2008,5918,494,4946.79,27.23
22812,Pakistan,Bamboo,2008,5918,494,4946.79,23.21
22813,Pakistan,Bamboo,2008,5918,494,4946.79,26.74
22814,Pakistan,Bamboo,2008,5918,494,4946.79,24.89
22815,Pakistan,Bamboo,2008,5918,494,4946.79,26.33
22816,Pakistan,Bamboo,2008,5918,494,4946.79,19.34
22817,Pakistan,Bamboo,2008,5918,494,4946.79,23.21
22818,Pakistan,Cedar,2008,111477,494,4946.79,24.89
22819,Pakistan,Cedar,2008,111477,494,4946.79,23.21
22820,Pakistan,Cedar,2008,111477,494,4946.79,27.23
22821,Pakistan,Cedar,2008,111477,494,4946.79,23.21
22822,Pakistan,Cedar,2008,111477,494,4946.79,26.74
22823,Pakistan,Cedar,2008,111477,494,4946.79,24.89
22824,Pakistan,Cedar,2008,111477,494,4946.79,26.33
22825,Pakistan,Cedar,2008,111477,494,4946.79,19.34
22826,Pakistan,Cedar,2008,111477,494,4946.79,23.21
22827,Pakistan,Lime,2008,24514,494,4946.79,24.89
22828,Pakistan,Lime,2008,24514,494,4946.79,23.21
22829,Pakistan,Lime,2008,24514,494,4946.79,27.23
22830,Pakistan,Lime,2008,24514,494,4946.79,23.21
22831,Pakistan,Lime,2008,24514,494,4946.79,26.74
22832,Pakistan,Lime,2008,24514,494,4946.79,24.89
22833,Pakistan,Lime,2008,24514,494,4946.79,26.33
22834,Pakistan,Lime,2008,24514,494,4946.79,19.34
22835,Pakistan,Lime,2008,24514,494,4946.79,23.21
22836,Pakistan,Pine,2009,34879,494,3957.61,25.37
22837,Pakistan,Pine,2009,34879,494,3957.61,23.62
22838,Pakistan,Pine,2009,34879,494,3957.61,27.88
22839,Pakistan,Pine,2009,34879,494,3957.61,23.62
22840,Pakistan,Pine,2009,34879,494,3957.61,27.41
22841,Pakistan,Pine,2009,34879,494,3957.61,25.37
22842,Pakistan,Pine,2009,34879,494,3957.61,26.68
22843,Pakistan,Pine,2009,34879,494,3957.61,19.3
22844,Pakistan,Pine,2009,34879,494,3957.61,23.62
22845,Pakistan,Plywood,2009,202848,494,3957.61,25.37
22846,Pakistan,Plywood,2009,202848,494,3957.61,23.62
22847,Pakistan,Plywood,2009,202848,494,3957.61,27.88
22848,Pakistan,Plywood,2009,202848,494,3957.61,23.62
22849,Pakistan,Plywood,2009,202848,494,3957.61,27.41
22850,Pakistan,Plywood,2009,202848,494,3957.61,25.37
22851,Pakistan,Plywood,2009,202848,494,3957.61,26.68
22852,Pakistan,Plywood,2009,202848,494,3957.61,19.3
22853,Pakistan,Plywood,2009,202848,494,3957.61,23.62
22854,Pakistan,Birch,2009,35809,494,3957.61,25.37
22855,Pakistan,Birch,2009,35809,494,3957.61,23.62
22856,Pakistan,Birch,2009,35809,494,3957.61,27.88
22857,Pakistan,Birch,2009,35809,494,3957.61,23.62
22858,Pakistan,Birch,2009,35809,494,3957.61,27.41
22859,Pakistan,Birch,2009,35809,494,3957.61,25.37
22860,Pakistan,Birch,2009,35809,494,3957.61,26.68
22861,Pakistan,Birch,2009,35809,494,3957.61,19.3
22862,Pakistan,Birch,2009,35809,494,3957.61,23.62
22863,Pakistan,Mangrove,2009,6204,494,3957.61,25.37
22864,Pakistan,Mangrove,2009,6204,494,3957.61,23.62
22865,Pakistan,Mangrove,2009,6204,494,3957.61,27.88
22866,Pakistan,Mangrove,2009,6204,494,3957.61,23.62
22867,Pakistan,Mangrove,2009,6204,494,3957.61,27.41
22868,Pakistan,Mangrove,2009,6204,494,3957.61,25.37
22869,Pakistan,Mangrove,2009,6204,494,3957.61,26.68
22870,Pakistan,Mangrove,2009,6204,494,3957.61,19.3
22871,Pakistan,Mangrove,2009,6204,494,3957.61,23.62
22872,Pakistan,Bamboo,2009,6078,494,3957.61,25.37
22873,Pakistan,Bamboo,2009,6078,494,3957.61,23.62
22874,Pakistan,Bamboo,2009,6078,494,3957.61,27.88
22875,Pakistan,Bamboo,2009,6078,494,3957.61,23.62
22876,Pakistan,Bamboo,2009,6078,494,3957.61,27.41
22877,Pakistan,Bamboo,2009,6078,494,3957.61,25.37
22878,Pakistan,Bamboo,2009,6078,494,3957.61,26.68
22879,Pakistan,Bamboo,2009,6078,494,3957.61,19.3
22880,Pakistan,Bamboo,2009,6078,494,3957.61,23.62
22881,Pakistan,Cedar,2009,114254,494,3957.61,25.37
